Date, Type, Company, Symbol, Firm, Rating, Price_str, Price_int, Actual, Percent_Diff
07-Sep-2011,Coverage Initiated,Volcano,VOLC,Feltl &amp; Co.,Strong Buy,$37.05,37.05,28.16,-23.9946
07-Sep-2011,Coverage Initiated,Finish Line,FINL,Canaccord Genuity,Buy,$24,24,23.24,-3.1667
07-Sep-2011,Coverage Initiated,Chefs' Warehouse,CHEF,Canaccord Genuity,Buy,$18,18,15.69,-12.8333
07-Sep-2011,Coverage Initiated,Nike,NKE,Canaccord Genuity,Hold,$96,96,48.76,-49.2083
07-Sep-2011,Coverage Initiated,Hibbett Sporting,HIBB,Canaccord Genuity,Hold,$39,39,58.62,50.3077
07-Sep-2011,Coverage Initiated,Foot Locker,FL,Canaccord Genuity,Buy,$28,28,35.27,25.9643
07-Sep-2011,Coverage Initiated,Dick's Sporting Goods,DKS,Canaccord Genuity,Buy,$34,34,51.07,50.2059
07-Sep-2011,Coverage Initiated,Columbia Sportswear,COLM,Canaccord Genuity,Hold,$57,57,51.23,-10.1228
07-Sep-2011,Coverage Initiated,Lime Energy,LIME,Rodman &amp; Renshaw,Mkt Perform,,,5.18,0.0
07-Sep-2011,Coverage Initiated,Horizon Pharma,HZNP,Stifel,Buy,$12,12,4.06,-66.1667
07-Sep-2011,Coverage Initiated,interCLICK,ICLK,Ladenburg Thalmann,Buy,$10,10,,0.0
07-Sep-2011,Coverage Initiated,C&amp;J Energy,CJES,Cowen,Buy,$40,40,20.45,-48.875
07-Sep-2011,Coverage Initiated,ChinaCast Education,CAST,Wunderlich,Buy,$12,12,0.55,-95.4167
07-Sep-2011,Coverage Initiated,United Online,UNTD,The Benchmark Company,Buy,$7,7,6.56,-6.2857
07-Sep-2011,Coverage Initiated,OCZ Tech,OCZ,Auriga,Hold,$5,5,4.59,-8.2
07-Sep-2011,Coverage Initiated,Fusion-io,FIO,Auriga,Sell,$16,16,28.49,78.0625
07-Sep-2011,Coverage Initiated,STEC,STEC,Auriga,Sell,$7,7,7.79,11.2857
07-Sep-2011,Coverage Initiated,JDS Uniphase,JDSU,Kaufman Bros,Hold,$14.50,14.50,12.29,-15.2414
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Yahoo!,YHOO,The Benchmark Company,Hold,$18 &#187; $15,15,15.22,1.4667
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Auxilium Pharma,AUXL,Brean Capital,Sell,$17 &#187; $13,13,24.17,85.9231
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Darden Restaurants,DRI,Miller Tabak,Buy,$62 &#187; $57,57,50.22,-11.8947
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Progress Software,PRGS,Longbow,Buy,$27 &#187; $22,22,20.25,-7.9545
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Juniper Networks,JNPR,Stifel,Buy,$37 &#187; $30,30,18.71,-37.6333
07-Sep-2011,Coverage Reit/Price Tgt Changed*,TCF Financial,TCB,Stifel,Buy,$14 &#187; $15,15,11.03,-26.4667
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Wells Fargo,WFC,Oppenheimer,Outperform,$38 &#187; $32,32,33.56,4.875
07-Sep-2011,Coverage Reit/Price Tgt Changed*,U.S. Bancorp,USB,Oppenheimer,Outperform,$30 &#187; $25,25,32.78,31.12
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Morgan Stanley,MS,Oppenheimer,Outperform,$29 &#187; $27,27,16.87,-37.5185
07-Sep-2011,Coverage Reit/Price Tgt Changed*,JPMorgan Chase,JPM,Oppenheimer,Outperform,$62 &#187; $51,51,37.7,-26.0784
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Citigroup,C,Oppenheimer,Outperform,$56 &#187; $45,45,32.03,-28.8222
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Progress Software,PRGS,The Benchmark Company,Buy,$31 &#187; $25,25,20.25,-19
07-Sep-2011,Coverage Reit/Price Tgt Changed*,F5 Networks,FFIV,Wunderlich,Hold,$120 &#187; $87,87,100.27,15.2529
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Group 1 Auto,GPI,Ticonderoga,Buy,$58 &#187; $53,53,57.98,9.3962
07-Sep-2011,Coverage Reit/Price Tgt Changed*,Urban Outfitters,URBN,Janney,Neutral,$28 &#187; $26,26,38.73,48.9615
06-Sep-2011,Upgrades,DeVry,DV,Deutsche Bank,Hold &#187; Buy,$51 &#187; $53,53,20.16,-61.9623
06-Sep-2011,Upgrades,Stryker,SYK,Deutsche Bank,Hold &#187; Buy,$61 &#187; $64,64,52.87,-17.3906
06-Sep-2011,Upgrades,Ingersoll-Rand,IR,UBS,Neutral &#187; Buy,$45 &#187; $43,43,36.19,-15.8372
06-Sep-2011,Upgrades,Energizer,ENR,Standpoint Research,Hold &#187; Buy,$85,85,68.56,-19.3412
06-Sep-2011,Upgrades,Comp Energ Cemig ADS,CIG,Standpoint Research,Hold &#187; Buy,$21,21,9.2,-56.1905
06-Sep-2011,Upgrades,Gen-Probe,GPRO,Canaccord Genuity,Hold &#187; Buy,$67 &#187; $67,67,,0.0
06-Sep-2011,Upgrades,Natl Oilwell Varco,NOV,Argus,Hold &#187; Buy,$90,90,78.44,-12.8444
06-Sep-2011,Upgrades,Advanced Semi,ASX,HSBC Securities,Neutral &#187; Overweight,,,3.51,0.0
06-Sep-2011,Upgrades,Siliconware Precision,SPIL,HSBC Securities,Neutral &#187; Overweight,,,5.42,0.0
06-Sep-2011,Upgrades,United Micro,UMC,HSBC Securities,Neutral &#187; Overweight,,,1.93,0.0
06-Sep-2011,Downgrades,MSCI,MSCI,JMP Securities,Mkt Outperform &#187; Mkt Perform,,,36.66,0.0
06-Sep-2011,Downgrades,KLA-Tencor,KLAC,RBC Capital Mkts,Sector Perform &#187; Underperform,$39 &#187; $32,32,50.11,56.5938
06-Sep-2011,Downgrades,LDK Solar,LDK,Argus,Hold &#187; Sell,,,1.28,0.0
06-Sep-2011,Downgrades,Nike,NKE,HSBC Securities,Overweight &#187; Neutral,$100 &#187; $96,96,48.84,-49.125
06-Sep-2011,Coverage Initiated,Wesco Aircraft,WAIR,Barclays,Overweight,$18,18,14.31,-20.5
06-Sep-2011,Coverage Initiated,Dunkin Brands,DNKN,Barclays,Equal Weight,$27,27,28.6,5.9259
06-Sep-2011,Coverage Initiated,Tangoe,TNGO,Deutsche Bank,Buy,$17,17,15.97,-6.0588
06-Sep-2011,Coverage Initiated,Chefs' Warehouse,CHEF,BB&amp;T Capital Mkts,Buy,$20,20,15.47,-22.65
06-Sep-2011,Coverage Initiated,Wesco Aircraft,WAIR,RBC Capital Mkts,Sector Perform,$12.48,12.48,14.31,14.6635
06-Sep-2011,Coverage Initiated,Corinthian Colleges,COCO,Wunderlich,Buy,$3.25,3.25,2.35,-27.6923
06-Sep-2011,Coverage Initiated,Tangoe,TNGO,Stifel,Buy,$15,15,15.97,6.4667
06-Sep-2011,Coverage Initiated,Dunkin Brands,DNKN,Stifel,Buy,$33,33,28.6,-13.3333
06-Sep-2011,Coverage Initiated,EXACT Sciences,EXAS,Ladenburg Thalmann,Neutral,,,10.44,0.0
06-Sep-2011,Coverage Initiated,Tangoe,TNGO,Oppenheimer,Outperform,$14,14,15.97,14.0714
06-Sep-2011,Coverage Initiated,Dunkin Brands,DNKN,Robert W. Baird,Outperform,$33,33,28.6,-13.3333
06-Sep-2011,Coverage Initiated,Wesco Aircraft,WAIR,Robert W. Baird,Neutral,$13,13,14.31,10.0769
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Navistar,NAV,Barrington Research,Outperform,$75 &#187; $65,65,23.97,-63.1231
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Riverbed Technology,RVBD,Deutsche Bank,Hold,$31 &#187; $28,28,21.19,-24.3214
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Qualcomm,QCOM,Deutsche Bank,Buy,$67 &#187; $65,65,61.18,-5.8769
06-Sep-2011,Coverage Reit/Price Tgt Changed*,NeoPhotonics,NPTN,Deutsche Bank,Hold,$10 &#187; $6,6,5.77,-3.8333
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Juniper Networks,JNPR,Deutsche Bank,Hold,$27 &#187; $25,25,18.23,-27.08
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Ixia,XXIA,Deutsche Bank,Hold,$12 &#187; $9,9,15.36,70.6667
06-Sep-2011,Coverage Reit/Price Tgt Changed*,F5 Networks,FFIV,Deutsche Bank,Buy,$110 &#187; $95,95,99.05,4.2632
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Cavium Networks,CAVM,Deutsche Bank,Buy,$40 &#187; $37,37,33.67,-9
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Brightpoint,CELL,Deutsche Bank,Hold,$13 &#187; $11,11,,0.0
06-Sep-2011,Coverage Reit/Price Tgt Changed*,TCF Financial,TCB,RBC Capital Mkts,Outperform,$16 &#187; $14,14,11.09,-20.7857
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Oil States,OIS,RBC Capital Mkts,Outperform,$98 &#187; $86,86,80.47,-6.4302
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Campbell Soup,CPB,RBC Capital Mkts,Sector Perform,$36 &#187; $34,34,33.61,-1.1471
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Travelzoo,TZOO,Wedbush,Outperform,$107 &#187; $72,72,23.79,-66.9583
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Apple,AAPL,Canaccord Genuity,Buy,$515 &#187; $545,545,652.79,19.778
06-Sep-2011,Coverage Reit/Price Tgt Changed*,Amerigroup,AGP,Stifel,Buy,$62 &#187; $55,55,91.14,65.7091
06-Sep-2011,Coverage Reit/Price Tgt Changed*,AOL,AOL,Needham,Buy,$35 &#187; $20,20,29.13,45.65
02-Sep-2011,Upgrades,Liquidity Services,LQDT,Oppenheimer,Perform &#187; Outperform,$28 &#187; $38,38,,0.0
02-Sep-2011,Upgrades,Quiksilver,ZQK,Robert W. Baird,Neutral &#187; Outperform,$6,6,,0.0
02-Sep-2011,Downgrades,Talbots,TLB,Wedbush,Outperform &#187; Underperform,$4 &#187; $2.50,2.50,,0.0
02-Sep-2011,Downgrades,Flow,FLOW,Northland Capital,Outperform &#187; Market Perform,$5.50 &#187; $3.50,3.50,,0.0
02-Sep-2011,Downgrades,Eaton Vance,EV,Ticonderoga,Neutral &#187; Sell,$20,20,,0.0
02-Sep-2011,Coverage Initiated,Carlisle Cos,CSL,KeyBanc Capital Mkts,Hold,$55,55,,0.0
02-Sep-2011,Coverage Resumed,Koppers Holdings,KOP,KeyBanc Capital Mkts,Hold,,,,0.0
02-Sep-2011,Coverage Reit/Price Tgt Changed*,Ciena,CIEN,Barclays,Overweight,$22 &#187; $20,20,,0.0
02-Sep-2011,Coverage Reit/Price Tgt Changed*,Avon Products,AVP,Barclays,Equal Weight,$28 &#187; $26,26,,0.0
02-Sep-2011,Coverage Reit/Price Tgt Changed*,Aruba Networks,ARUN,Barclays,Overweight,$23 &#187; $25,25,,0.0
02-Sep-2011,Coverage Reit/Price Tgt Changed*,Waddell &amp; Reed,WDR,Stifel,Buy,$48 &#187; $39,39,,0.0
02-Sep-2011,Coverage Reit/Price Tgt Changed*,Tiffany &amp; Co,TIF,HSBC Securities,Neutral,$81 &#187; $77,77,,0.0
02-Sep-2011,Coverage Reit/Price Tgt Changed*,Jos. A. Bank,JOSB,Avondale,Mkt Perform,$50 &#187; $58,58,,0.0
02-Sep-2011,Coverage Reit/Price Tgt Changed*,Zumiez,ZUMZ,McAdams Wright Ragen,Hold,$30 &#187; $22,22,,0.0
01-Sep-2011,Upgrades,Skyworks,SWKS,Charter Equity,Mkt Perform &#187; Buy,,,,0.0
01-Sep-2011,Upgrades,Insulet,PODD,JMP Securities,Mkt Perform &#187; Mkt Outperform,$24,24,,0.0
01-Sep-2011,Upgrades,Triangle Capital,TCAP,Ladenburg Thalmann,Neutral &#187; Buy,,,,0.0
01-Sep-2011,Upgrades,Deckers Outdoor,DECK,Longbow,Neutral &#187; Buy,$115,115,,0.0
01-Sep-2011,Upgrades,Medtronic,MDT,Argus,Sell &#187; Hold,,,,0.0
01-Sep-2011,Upgrades,Wesco,WCC,Oppenheimer,Perform &#187; Outperform,,,,0.0
01-Sep-2011,Upgrades,Cognizant Tech,CTSH,Needham,Buy &#187; Strong Buy,$100,100,,0.0
01-Sep-2011,Upgrades,Concho Resources,CXO,Morgan Keegan,Mkt Perform &#187; Outperform,$115 &#187; $110,110,,0.0
01-Sep-2011,Downgrades,SAIC,SAI,Stifel,Buy &#187; Hold,,,,0.0
01-Sep-2011,Downgrades,ICF International,ICFI,Stifel,Buy &#187; Hold,,,,0.0
01-Sep-2011,Downgrades,Booz Allen Hamilton,BAH,Stifel,Buy &#187; Hold,,,,0.0
01-Sep-2011,Downgrades,Barnes Group,B,Oppenheimer,Outperform &#187; Perform,,,,0.0
01-Sep-2011,Downgrades,W.W. Grainger,GWW,Oppenheimer,Outperform &#187; Perform,,,,0.0
01-Sep-2011,Downgrades,RPM Inc,RPM,Oppenheimer,Perform &#187; Underperform,,,,0.0
01-Sep-2011,Coverage Initiated,Teleflex,TFX,Stifel,Buy,$65,65,,0.0
01-Sep-2011,Coverage Initiated,Natus Medical,BABY,Stifel,Hold,,,,0.0
01-Sep-2011,Coverage Initiated,Hansen Medical,HNSN,Ladenburg Thalmann,Buy,$4.50,4.50,,0.0
01-Sep-2011,Coverage Initiated,K12,LRN,Wunderlich,Buy,$35,35,,0.0
01-Sep-2011,Coverage Initiated,National American University,NAUH,Wunderlich,Buy,$13,13,,0.0
01-Sep-2011,Coverage Initiated,Lincoln Educational Services,LINC,Wunderlich,Hold,$11,11,,0.0
01-Sep-2011,Coverage Initiated,Universal Technical Institute,UTI,Wunderlich,Buy,$21,21,,0.0
01-Sep-2011,Coverage Initiated,InspireMD,NSPR,The Benchmark Company,Buy,$4,4,,0.0
01-Sep-2011,Coverage Initiated,HCA,HCA,Auriga,Buy,$28,28,,0.0
01-Sep-2011,Coverage Initiated,NVIDIA,NVDA,Kaufman Bros,Buy,$18,18,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,US Airways,LCC,Barclays,Equal Weight,$13 &#187; $11,11,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,VeriFone,PAY,Barclays,Overweight,$60 &#187; $55,55,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,United Continental,UAL,Barclays,Overweight,$40 &#187; $35,35,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Teradyne,TER,Barclays,Overweight,$20 &#187; $18,18,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Southwest Air,LUV,Barclays,Equal Weight,$14 &#187; $12,12,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Norfolk Southern,NSC,Barclays,Overweight,$86 &#187; $84,84,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,LTX-Credence,LTXC,Barclays,Equal Weight,$11 &#187; $9,9,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,FedEx,FDX,Barclays,Overweight,$126 &#187; $123,123,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Delta Air Lines,DAL,Barclays,Overweight,$16 &#187; $14,14,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Canadian Pacific,CP,Barclays,Underweight,$73 &#187; $68,68,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Canadian Natl Rail,CNI,Barclays,Equal Weight,$84 &#187; $81,81,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Allegiant Travel,ALGT,Barclays,Overweight,$61 &#187; $57,57,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Alaska Air,ALK,Barclays,Equal Weight,$94 &#187; $89,89,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,F5 Networks,FFIV,UBS,Neutral,$110 &#187; $90,90,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Genesco,GCO,Avondale,Mkt Outperform,$55 &#187; $61,61,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Zumiez,ZUMZ,Needham,Buy,$37 &#187; $26,26,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,Travelzoo,TZOO,The Benchmark Company,Buy,$80 &#187; $60,60,,0.0
01-Sep-2011,Coverage Reit/Price Tgt Changed*,PPL Corp,PPL,Ticonderoga,Buy,$30 &#187; $33,33,,0.0
31-Aug-2011,Upgrades,CONSOL Energy,CNX,Davenport,Neutral &#187; Buy,$57 &#187; $61,61,29.6,-51.4754
31-Aug-2011,Upgrades,Meritage,MTH,UBS,Sell &#187; Neutral,$19 &#187; $19,19,37.27,96.1579
31-Aug-2011,Upgrades,Lennar,LEN,UBS,Neutral &#187; Buy,$21 &#187; $21,21,32.22,53.4286
31-Aug-2011,Upgrades,DR Horton,DHI,UBS,Neutral &#187; Buy,$13 &#187; $13,13,18.77,44.3846
31-Aug-2011,Upgrades,Tesoro,TSO,RBC Capital Mkts,Sector Perform &#187; Outperform,$28 &#187; $30,30,38.94,29.8
31-Aug-2011,Upgrades,Windstream,WIN,Hudson Square Research,Hold &#187; Buy,$15,15,8.29,-44.7333
31-Aug-2011,Upgrades,CenturyLink,CTL,Hudson Square Research,Hold &#187; Buy,$42,42,38.24,-8.9524
31-Aug-2011,Upgrades,Nu Skin,NUS,Wedbush,Neutral &#187; Outperform,$40 &#187; $48,48,40.57,-15.4792
31-Aug-2011,Downgrades,TriQuint Semi,TQNT,Barclays,Overweight &#187; Equal Weight,$12 &#187; $6,6,5.56,-7.3333
31-Aug-2011,Downgrades,Saneamento Basico,SBS,Standpoint Research,Buy &#187; Hold,,,13.84,0.0
31-Aug-2011,Coverage Initiated,AMC Networks,AMCX,Davenport,Buy,$48,48,39.34,-18.0417
31-Aug-2011,Coverage Initiated,Valspar,VAL,Barclays,Equal Weight,$35,35,52.2,49.1429
31-Aug-2011,Coverage Initiated,SunCoke Energy,SXC,Barclays,Overweight,$20,20,15.82,-20.9
31-Aug-2011,Coverage Initiated,Sherwin-Williams,SHW,Barclays,Equal Weight,$81,81,141.11,74.2099
31-Aug-2011,Coverage Initiated,Praxair,PX,Barclays,Equal Weight,$105,105,102.28,-2.5905
31-Aug-2011,Coverage Initiated,PPG Industries,PPG,Barclays,Equal Weight,$85,85,107.81,26.8353
31-Aug-2011,Coverage Initiated,LyondellBasell,LYB,Barclays,Overweight,$43,43,44.41,3.2791
31-Aug-2011,Coverage Initiated,Eastman,EMN,Barclays,Equal Weight,$92,92,53.82,-41.5
31-Aug-2011,Coverage Initiated,DuPont,DD,Barclays,Equal Weight,$52,52,47.37,-8.9038
31-Aug-2011,Coverage Initiated,Dow Chemical,DOW,Barclays,Equal Weight,$34,34,27.72,-18.4706
31-Aug-2011,Coverage Initiated,Celanese,CE,Barclays,Overweight,$49,49,37.66,-23.1429
31-Aug-2011,Coverage Initiated,Air Products,APD,Barclays,Overweight,$97,97,79.56,-17.9794
31-Aug-2011,Coverage Initiated,Rhino Resource Partners,RNO,BB&amp;T Capital Mkts,Hold,,,12.86,0.0
31-Aug-2011,Coverage Initiated,Francesca's,FRAN,RBC Capital Mkts,Outperform,$30,30,35.33,17.7667
31-Aug-2011,Coverage Initiated,Kroger,KR,Hilliard Lyons,Buy,$27,27,21.67,-19.7407
31-Aug-2011,Coverage Initiated,Old Ntnl Bancorp,ONB,Hilliard Lyons,Neutral,,,12.72,0.0
31-Aug-2011,Coverage Initiated,Immunomedics,IMMU,Summer Street Research,Buy,$8,8,3.37,-57.875
31-Aug-2011,Coverage Initiated,Francesca's,FRAN,Stifel,Hold,,,35.33,0.0
31-Aug-2011,Coverage Initiated,Apollo Residential Mortg,AMTG,Stifel,Buy,$21,21,16.5,-21.4286
31-Aug-2011,Coverage Initiated,Columbia Sportswear,COLM,FBR Capital,Mkt Perform,$63 &#187; $61,61,51.3,-15.9016
31-Aug-2011,Coverage Initiated,LogMeIn,LOGM,Wunderlich,Buy,$47,47,21.98,-53.234
31-Aug-2011,Coverage Initiated,LivePerson,LPSN,Wunderlich,Buy,$18,18,16.5,-8.3333
31-Aug-2011,Coverage Initiated,Constant Contact,CTCT,Wunderlich,Buy,$38,38,19.55,-48.5526
31-Aug-2011,Coverage Initiated,Lionbridge Tech,LIOX,Wunderlich,Buy,$5,5,3.51,-29.8
31-Aug-2011,Coverage Initiated,Concur Tech,CNQR,Wunderlich,Buy,$56,56,72.4,29.2857
31-Aug-2011,Coverage Initiated,RealPage,RP,Wunderlich,Buy,$32,32,25.51,-20.2812
31-Aug-2011,Coverage Initiated,Ultimate Software,ULTI,Wunderlich,Buy,$70,70,99.19,41.7
31-Aug-2011,Coverage Initiated,NetSuite,N,Wunderlich,Hold,$31,31,56.88,83.4839
31-Aug-2011,Coverage Initiated,Vocus,VOCS,Wunderlich,Buy,$38,38,19.42,-48.8947
31-Aug-2011,Coverage Initiated,IntraLinks Holdings,IL,Wunderlich,Buy,$18,18,5.42,-69.8889
31-Aug-2011,Coverage Initiated,Salesforce.com,CRM,Wunderlich,Buy,$168,168,36.29,-78.3988
31-Aug-2011,Coverage Reit/Price Tgt Changed*,LTX-Credence,LTXC,Needham,Buy,$12 &#187; $7,7,5.69,-18.7143
31-Aug-2011,Coverage Reit/Price Tgt Changed*,AT&amp;T,T,Hudson Square Research,Buy,$36 &#187; $35,35,33.98,-2.9143
31-Aug-2011,Coverage Reit/Price Tgt Changed*,Dollar General,DG,Avondale,Mkt Outperform,$37 &#187; $41,41,51.07,24.561
31-Aug-2011,Coverage Reit/Price Tgt Changed*,DSW,DSW,Avondale,Mkt Outperform,$50 &#187; $54,54,30.77,-43.0185
31-Aug-2011,Coverage Reit/Price Tgt Changed*,Dollar General,DG,Barclays,Overweight,$38 &#187; $41,41,51.07,24.561
31-Aug-2011,Coverage Reit/Price Tgt Changed*,Ciena,CIEN,Barclays,Overweight,$30 &#187; $22,22,13.67,-37.8636
31-Aug-2011,Coverage Reit/Price Tgt Changed*,O'Reilly Auto,ORLY,UBS,Buy,$70 &#187; $73,73,84.95,16.3699
31-Aug-2011,Coverage Reit/Price Tgt Changed*,KB Home,KBH,UBS,Neutral,$11 &#187; $7,7,10.95,56.4286
31-Aug-2011,Coverage Reit/Price Tgt Changed*,Cimarex,XEC,Cowen,Buy,$120 &#187; $90,90,56.63,-37.0778
31-Aug-2011,Coverage Reit/Price Tgt Changed*,Dick's Sporting Goods,DKS,FBR Capital,Outperform,$40 &#187; $42,42,49.16,17.0476
31-Aug-2011,Coverage Reit/Price Tgt Changed*,Xyratex,XRTX,Needham,Buy,$13 &#187; $11,11,8.51,-22.6364
30-Aug-2011,Upgrades,AMC Networks,AMCX,Barclays,Underweight &#187; Equal Weight,$32 &#187; $32,32,39.07,22.0938
30-Aug-2011,Upgrades,PulteGroup,PHM,Ticonderoga,Neutral &#187; Buy,$6.50,6.50,13.24,103.6923
30-Aug-2011,Downgrades,NuPathe,PATH,Needham,Buy &#187; Hold,,,3.85,0.0
30-Aug-2011,Downgrades,Emerson,EMR,Argus,Buy &#187; Hold,,,48.65,0.0
30-Aug-2011,Downgrades,LDK Solar,LDK,Needham,Buy &#187; Hold,,,1.32,0.0
30-Aug-2011,Coverage Initiated,CB&amp;I,CBI,UBS,Buy,$41,41,36.41,-11.1951
30-Aug-2011,Coverage Initiated,Peregrine Pharma,PPHM,JMP Securities,Mkt Outperform,$5,5,2.51,-49.8
30-Aug-2011,Coverage Initiated,Statoil ASA,STO,Howard Weil,Market Perform,$26,26,23.95,-7.8846
30-Aug-2011,Coverage Initiated,Commerzbank AG,CRZBY,RBC Capital Mkts,Sector Perform,,,11.6,0.0
30-Aug-2011,Coverage Initiated,Berry Petroleum,BRY,RBC Capital Mkts,Outperform,$67,67,35.98,-46.2985
30-Aug-2011,Coverage Initiated,TEKELEC,TKLC,Northland Capital,Market Perform,$8.50,8.50,,0.0
30-Aug-2011,Coverage Resumed,Vulcan Materials,VMC,KeyBanc Capital Mkts,Hold,,,38.46,0.0
30-Aug-2011,Coverage Resumed,U.S. Concrete,USCR,KeyBanc Capital Mkts,Hold,,,6.3,0.0
30-Aug-2011,Coverage Resumed,Martin Marietta,MLM,KeyBanc Capital Mkts,Hold,,,73.24,0.0
30-Aug-2011,Coverage Resumed,Texas Industries,TXI,KeyBanc Capital Mkts,Hold,,,39.07,0.0
30-Aug-2011,Coverage Reit/Price Tgt Changed*,NuPathe,PATH,Wedbush,Outperform,$20 &#187; $17,17,3.85,-77.3529
30-Aug-2011,Coverage Reit/Price Tgt Changed*,Tiffany &amp; Co,TIF,Deutsche Bank,Hold,$76 &#187; $79,79,60.04,-24
30-Aug-2011,Coverage Reit/Price Tgt Changed*,Alpha and Omega Semi,AOSL,Deutsche Bank,Hold,$13 &#187; $10,10,9.47,-5.3
30-Aug-2011,Coverage Reit/Price Tgt Changed*,Juniper Networks,JNPR,UBS,Neutral,$31 &#187; $24,24,17.75,-26.0417
30-Aug-2011,Coverage Reit/Price Tgt Changed*,CF Industries,CF,Feltl &amp; Co.,Strong Buy,$211 &#187; $218.25,218.25,200.13,-8.3024
30-Aug-2011,Coverage Reit/Price Tgt Changed*,JDS Uniphase,JDSU,RBC Capital Mkts,Outperform,$16 &#187; $18,18,11.07,-38.5
30-Aug-2011,Coverage Reit/Price Tgt Changed*,Charles Schwab,SCHW,Stifel,Buy,$21 &#187; $15,15,13.17,-12.2
30-Aug-2011,Coverage Reit/Price Tgt Changed*,LDK Solar,LDK,Kaufman Bros,Hold,$6 &#187; $5,5,1.32,-73.6
30-Aug-2011,Coverage Reit/Price Tgt Changed*,iGATE,IGTE,Kaufman Bros,Buy,$23 &#187; $18,18,16.02,-11
30-Aug-2011,Coverage Reit/Price Tgt Changed*,Invesco Mortgage Capital,IVR,FBR Capital,Outperform,$24 &#187; $20,20,16.77,-16.15
29-Aug-2011,Upgrades,Barnes Group,B,BB&amp;T Capital Mkts,Hold &#187; Buy,,,23.54,0.0
29-Aug-2011,Upgrades,Granite Constr,GVA,BB&amp;T Capital Mkts,Hold &#187; Buy,,,27.45,0.0
29-Aug-2011,Coverage Initiated,SciQuest,SQI,Barrington Research,Outperform,$18.25,18.25,16.75,-8.2192
29-Aug-2011,Coverage Initiated,Skullcandy,SKUL,KeyBanc Capital Mkts,Buy,$20,20,15.73,-21.35
29-Aug-2011,Coverage Reit/Price Tgt Changed*,Qlik Tech,QLIK,UBS,Neutral,$37 &#187; $26,26,21.4,-17.6923
29-Aug-2011,Coverage Reit/Price Tgt Changed*,Roper Inds,ROP,Longbow,Buy,$98 &#187; $88,88,102.34,16.2955
29-Aug-2011,Coverage Reit/Price Tgt Changed*,Pep Boys,PBY,Argus,Buy,$17 &#187; $13,13,9.19,-29.3077
29-Aug-2011,Coverage Reit/Price Tgt Changed*,Universal Technical Institute,UTI,Argus,Buy,$24 &#187; $20,20,11.33,-43.35
29-Aug-2011,Coverage Reit/Price Tgt Changed*,TeleTech,TTEC,Oppenheimer,Outperform,$23 &#187; $22,22,16.8,-23.6364
29-Aug-2011,Coverage Reit/Price Tgt Changed*,Genpact,G,Oppenheimer,Outperform,$20 &#187; $19,19,15.77,-17
29-Aug-2011,Coverage Reit/Price Tgt Changed*,Convergys,CVG,Oppenheimer,Outperform,$16 &#187; $14,14,15.31,9.3571
29-Aug-2011,Coverage Reit/Price Tgt Changed*,Frontline,FRO,FBR Capital,Mkt Perform,$28 &#187; $8,8,3.19,-60.125
29-Aug-2011,Coverage Reit/Price Tgt Changed*,Big Lots,BIG,MKM Partners,Buy,$34 &#187; $36,36,30.43,-15.4722
